index,zone,type,type,name,usage(KB),total(KB)
327,mp_tabuk,  xmodel,xmodel,vehicle_80s_sedan1_red_door_rb,4.5,4.5
328,mp_tabuk,  xmodel,xmodel,vehicle_80s_sedan1_red_light_lb,1.1,1.1
329,mp_tabuk,  xmodel,xmodel,vehicle_80s_sedan1_red_light_lb_dam,1.1,1.1
330,mp_tabuk,  xmodel,xmodel,vehicle_80s_sedan1_red_light_rb,1.1,1.1
331,mp_tabuk,  xmodel,xmodel,vehicle_80s_sedan1_red_light_rb_dam,1.1,1.1
332,mp_tabuk,  xmodel,xmodel,vehicle_80s_sedan1_red_bumper_f,4.7,4.7
333,mp_tabuk,  xmodel,xmodel,vehicle_80s_sedan1_red_bumper_b,5.4,5.4
334,mp_tabuk,  xmodel,xmodel,vehicle_80s_sedan1_red_mirror_l,2.6,2.6
335,mp_tabuk,  xmodel,xmodel,vehicle_80s_sedan1_red_mirror_r,2.6,2.6
336,mp_tabuk,  rawfile,rawfile,mp_tabuk,3.0,3.0
337,mp_tabuk,assetlist,assetlist,,10.7,41645.1
338,mp_tabuk,xmodel,xmodel,(misc),10.1,10.1
339,mp_tabuk,material,material,(misc),58.4,58.4
340,mp_tabuk,techset,techset,(misc),7.5,7.5
341,mp_tabuk,image,image,(misc),23.6,23.6
342,mp_tabuk,sound,sound,(misc),152.5,152.5
343,mp_tabuk,loaded_sound,loaded_sound,(misc),1.6,1.6
344,mp_tabuk,fx,fx,(misc),4.5,4.5
345,mp_tabuk,rawfile,rawfile,(misc),1.5,1.5
346,mp_tabuk_load,  rawfile,rawfile,mp_tabuk_load,3.0,3.0
347,mp_tabuk_load,assetlist,assetlist,,0.0,3.0
